"","1","2","3","4","5","6"
"212062_at",10.4502106036914,10.0188534863897,10.7467878990351,10.7785314383283,10.6489586660837,10.7312567689005
"227059_at",6.05397032882786,5.35522464302694,6.81973097104849,6.50740166443298,6.37986265624006,6.18789443803061
"228568_at",9.04379511645035,8.57119267117447,7.15554678414836,7.20677203589307,7.99479288675805,7.42427467677832
"225275_at",4.46901905328655,3.43428761908986,8.49315820414427,7.44121476399526,7.31450932599932,7.36049084343025
"211843_x_at",6.65262709019982,8.29016566313835,6.11452167931848,6.0169258591976,6.58944080944034,6.3527712314513
"231062_at",8.45944214534818,7.80040792371081,6.94590606476132,6.43895717119375,7.66993979566604,7.33317452865098
"213667_at",6.71944903614669,6.62441562222135,7.27407102839491,7.00945869432439,7.30989362350115,7.40984410423096
"242888_at",6.97027826507774,7.49312810064692,5.91657184977289,6.37837880060607,6.64694047196652,6.97454733374921
"1557192_at",6.27408345252667,5.81051801856244,5.59820186550429,5.63357458913057,6.55097080604632,6.4010150841811
"1570588_at",6.22701131230763,6.27565107118448,6.22015820147146,5.64629236655254,6.65698555708475,5.98879651261051
"207173_x_at",4.00709637384983,4.41754556323367,3.8080947258262,3.82939951727608,3.2858356441877,3.51317578948409
"205139_s_at",7.41498933020241,7.8620741045889,5.10519948820246,5.29583432639181,5.71219138517422,6.04032414377475
"225387_at",8.25532497837854,7.66236271827621,8.53061484042766,8.14931095175872,9.15960343866574,8.448141193194
"200972_at",9.9255450090335,10.8502372387806,10.9253143083837,11.6638023318023,11.1844583788891,11.5243639234505
"228387_at",8.14899454575253,8.3702675694311,7.42944473776355,7.56628941581186,7.78788256519555,7.92080429203345
"205180_s_at",6.97337190731257,9.19473834414302,7.63875070418496,8.37689502927641,7.16001798616836,8.27264952580866
"227236_at",4.03458750226715,3.83530883984491,6.41120764271684,5.76025195799116,5.40120478778835,5.96605999124835
"209114_at",8.26308586817368,7.95868979117923,10.0387865645311,9.86680145358975,9.83027435049241,9.71277902836231
"235730_at",5.136783089341,5.66368398924681,5.54450073801398,5.53885534051027,4.75740676742693,4.89207013767398
"209349_at",6.16278632900774,6.6268204639199,6.6033721002517,6.52431909045331,6.92096578851526,6.92009771168122
"218755_at",6.22008598888689,6.12824044007043,3.79530361042628,4.36857984913403,4.00587675459501,4.16688422208945
"210148_at",6.83292774248755,7.27651741355609,7.62909780677653,7.53217156821768,7.64499873420979,7.4587740190167
"202207_at",9.04667792212796,9.16238620838988,9.50756102646672,10.9161226561455,9.19916628428533,10.0291920639237
"205020_s_at",11.3418852313325,11.465578806746,10.075871448538,10.0935429370024,10.7990063610111,10.5168537480386
"205590_at",6.76813740412462,10.2749438002065,5.04269951593285,10.9251480023547,5.72729320984695,9.13127117886338
"230194_at",6.64489754733815,6.70830106250216,5.88680724921606,6.01860937283277,6.45408228561748,6.79141933161483
"204072_s_at",4.88513855187714,4.50991763698085,5.26090717536452,3.78672197791453,5.41455565938452,4.23980998359991
"202073_at",9.47272588077181,9.43582218636383,10.4974970177594,10.7065958994714,9.53013743298675,9.82151494938119
"1555167_s_at",11.2918131224744,11.0231148048607,10.3796833405344,10.2764931252047,11.2259768095097,10.7425823938996
"206238_s_at",7.35384812416457,7.63556194006298,8.19035150582345,8.19278340799359,8.18033073940085,8.24354939991387
"206517_at",6.46852036509265,6.23563804990468,5.26049800775018,5.60144875280848,6.18330690047615,6.19488426645617
"244396_at",6.48095358372464,6.94524381127138,6.95663309291068,6.65551123889354,6.72699969829885,6.29161038846111
"206002_at",4.82817217885373,5.0635534092567,5.21922556087288,4.85795962570814,5.49519043932109,5.51816767532904
"203640_at",7.75332665008056,8.52047914591284,9.59046150309728,10.2390812030626,9.28152198387548,9.76543965233234
"231075_x_at",5.85792103980347,6.26617757324644,6.28972136599891,6.10467282419236,5.61920858806171,5.77704616900214
"212706_at",5.98416088597008,5.96445980252244,6.06957275151742,5.75531873273019,5.4236349818413,5.07852188067097
"214829_at",4.50725453711866,5.67410727397124,4.20487205405336,4.5397408300554,3.79646943511779,4.2532954862085
"219630_at",6.47806768095956,7.77669360115733,8.40455878895801,10.4643260438227,7.59791211582011,9.21642128643809
"201910_at",7.32495550514941,6.56720348928266,7.85828309865524,7.75416277518054,7.35474655446157,7.32863477019577
"224563_at",8.9605595152105,8.29530149492532,9.07867028067071,8.70663618359613,8.89074807833523,8.66603365228585
"203775_at",8.18489100296178,8.88579421306735,9.29741973424584,9.3531302398461,9.06058849262259,9.30864595266218
"218653_at",8.88929301855023,9.40267555230076,8.30133208160808,8.21576695007839,8.72900598897802,8.7572076932271
"232105_at",7.5686347578099,6.52351623192469,7.79683465619866,6.6148276330542,7.7845907231026,7.44708841932979
"224009_x_at",11.9063733485196,9.52750277065132,9.89442806865948,7.59486392031777,10.2172387059992,8.59158017225346
"223714_at",5.13554944863132,5.50010706046556,5.98695156573378,5.83059192378026,6.14841055266753,5.83134054140792
"225553_at",11.2457940944538,11.2172463591469,10.9061333437851,11.0857921314491,10.3782867064118,10.4087771371746
"218379_at",9.94399268365983,10.0209879682176,10.7145915281242,10.8720359278127,10.624874780617,10.8957319711227
"218656_s_at",6.05303910629444,7.73419978715132,6.76047096206441,8.20566976053329,6.10388064560775,7.61227678356625
"226319_s_at",7.50451693725561,7.31730458825403,6.61237906592081,6.20925829458371,6.31637936576609,6.45267816333258
"228620_at",3.76425109553584,3.6076277207962,4.41543762873796,4.67836614009578,4.13442492270842,4.49495771504206
"238369_s_at",5.65123475937124,6.43440930439893,5.22862167783025,5.03746665382228,5.15824160413869,4.99312762254693
"235152_at",6.43793940168795,6.0142026839974,7.06842728819962,7.19550372543767,6.8612602580409,7.08453697817924
"1555888_at",6.27265465057789,6.66783607299173,5.85935976594888,5.5749724714217,5.9343164668102,5.97661557124199
"1562921_at",8.62425792118312,8.01810878190363,5.03275575810849,3.82982405081946,6.28751175226652,6.05842798169641
"232397_at",3.14910818594526,2.94588255804842,3.41806692558201,4.31003958360511,3.41412962728179,4.72562596076077
"1560848_at",7.6359634918355,7.25888773085644,5.98285370013145,5.57724986500495,7.06230137300952,6.57593947861476
"228799_at",6.38441460494339,6.57619454125209,6.77215478121832,6.77088624414421,7.12887326118602,7.19015976811675
"227745_at",5.51763751997028,5.33451363630244,4.77317787882578,4.68417779815236,4.92744350187521,5.28745115389575
"229205_at",6.06630572708398,6.17473057042972,7.42717671016389,7.27180885336203,7.45730713466623,7.45730713466623
"227092_at",7.85182053756122,7.45370271694311,7.02999295984856,6.95603277478989,6.7680286037466,6.73636269354978
"236075_s_at",6.26998260640944,6.41807889112102,7.26413800765942,7.5682438202378,7.44035259646833,7.75676440954203
"1568905_at",4.81025652525968,4.62874099578975,4.49886789403047,4.33285113868575,4.55488529657208,3.98835785309692
"242873_at",5.6096624222932,6.09822236546811,8.09271740794032,9.3255489408647,7.70960643058046,8.95766275095191
"1568636_a_at",4.48714093480383,4.18967536362344,4.01992961707526,3.7111849407689,3.97724969425542,4.35193456243754
"219880_at",8.948753577152,9.04297729272486,8.17563027390254,8.04266159688188,8.24004924531308,8.36312829576082
"230937_at",5.89526768547781,5.7935889905871,6.67720126169298,6.64505260889997,6.9232062429228,7.13841861600297
"228037_at",7.25493883878105,7.65069843062359,7.87237208904245,7.95176837979736,7.85689741533825,8.0606553058195
"59433_at",6.04090207006958,6.30847330290961,7.36297458685669,7.14162583190857,6.66737419253742,6.72104515150817
"1562053_at",4.00600839109243,4.62261793640738,3.83669309874581,4.58630901933072,3.89847411809228,4.45719623506693
"221965_at",6.4207242290365,6.4236821202895,6.09660833971448,6.26113412878993,5.80905761261579,5.53354786096634
"204247_s_at",6.9169030082001,6.27662610400134,7.77033891414268,7.78125465445397,7.84277607451041,7.78371573807273
"214079_at",4.0753596534357,4.10210762120226,6.09022442757807,3.86009725323188,5.11948893089266,4.36427615853097
"210815_s_at",5.40636714482964,5.99833797900011,5.6453965073422,6.37499427062643,5.22114357011245,5.44998301034779
"229943_at",9.14774631946289,8.28686407522963,7.52818345576778,7.850382489562,7.83195397875555,7.72563596718255
"235287_at",5.18635214143959,5.61558142581313,6.98472295670715,6.40032903655455,6.25215602476521,6.19339461834968
"202241_at",9.69480394808694,10.5538831591185,8.53663556779239,8.63840869427561,8.86847407137731,8.9731786038086
"205928_at",7.5467479923733,7.14823194164155,7.94175187240125,8.1074668076036,8.23062207917523,8.63467026093702
"202122_s_at",9.00125300068722,8.08191332448833,8.88819715097374,8.62437768564289,8.69010365256631,8.57790731003778
"204885_s_at",5.60227897187775,5.83332112662431,4.54646804506927,4.73528134763303,4.65052354964877,4.62261793640738
"234941_s_at",6.74987982562904,6.78018713389353,6.31360485288527,6.11483299358504,5.96988384469939,5.69173936830714
"212558_at",8.79532693479929,8.43051832283965,7.41717282117402,6.46513384157186,7.41168454192036,6.76344089060555
"203196_at",7.04035252877162,7.49583522061189,6.47299764391314,6.54338380826469,6.26966208422916,6.68557394969275
"202284_s_at",11.6323975201761,11.5543669641835,12.2479922811767,12.0172063822911,12.3065580237423,12.1576288404492
"214787_at",6.38343854820558,7.77194932479961,6.68210555670495,7.81056727904237,6.67579296367493,7.67098497093478
"210239_at",8.00370987338221,7.78492339557746,9.30740805885165,9.2270977324234,8.99767317780107,8.99093290517458
"203592_s_at",6.86475858889061,6.06071377251875,7.63929901894313,7.39835894285779,7.61205658376279,7.6023337551695
"242354_at",8.00186179355923,7.77905043218742,8.5904332183554,8.33229459497382,8.99727715775372,8.8106625536805
"1557263_s_at",5.97798805713613,5.93879065804683,5.41019241187882,5.19987412271262,5.46131760200622,5.46028350803563
"240534_at",5.13743446602045,5.16028475057518,4.83988321039849,4.63484773139938,5.09152632542196,4.4647686119979
"201829_at",10.9978608055268,10.1123792988851,11.7081668224961,11.7492444744225,11.5762101560515,11.6975306636993
"213348_at",8.06155560890935,7.53204524668129,9.26871933456936,8.64201140764832,9.22294424786208,8.99412824699525
"214484_s_at",7.53578713532048,7.6446899649767,7.01825729936562,6.74694727199165,6.84511163087595,6.92822416570275
"204336_s_at",6.80962158933607,6.9927225363439,7.47430480858346,7.56627038828409,7.42282852625055,7.67090212000978
"207039_at",6.09505908533244,6.32385975603879,7.72725310948457,7.71246291697758,7.41016573409235,7.88645111517738
"216457_s_at",10.8103268348293,10.5632983387606,10.1773255540882,9.94824141430827,10.0946599984219,9.92726139905167
"236313_at",10.7916204462349,9.56514381940378,12.1957287299268,11.6849667164782,11.8325870994088,11.9427206550901
"205677_s_at",9.35750028387267,9.16082115989079,8.74699318228993,8.39314886324308,8.96277636077647,8.76537694409496
"219540_at",7.24151430889169,7.4305531556182,8.76376815764197,8.75597517398151,8.54531001211159,8.80760607424896
"204158_s_at",7.71826396721956,7.59655044359385,8.55637218711037,8.39973114453899,8.47334435395482,8.51567451255699
"219549_s_at",12.0140759823561,11.8823260596438,11.4189869679017,11.1631395742711,11.5206067587627,11.1223814020364
"230269_at",5.42030616880791,5.4557493841024,5.89718360908467,6.71541436196053,6.18551288492256,6.90680024675682
"210240_s_at",5.90982204178065,5.5324250194197,6.47530493461936,6.03514691404689,6.19646319921868,5.89188160138569
"207802_at",7.33231587708766,4.12061801909173,3.28068997241594,3.38925384141763,3.36847943256313,3.45447917215647
"205540_s_at",5.80845329287373,6.25101262530415,7.19452246331854,7.21729113717293,7.42899502651449,7.40227303789127
"204807_at",6.54207636412197,7.63331968563903,7.27472739720324,7.53544132163429,7.33707020980215,7.82167157142652
"209714_s_at",7.28524697816602,7.684800693657,4.18742926628745,5.01388873773806,4.37030506114676,4.71133554685279
"204856_at",9.01709473737648,8.43577267951462,6.42543919502351,6.3429858613023,7.43325191534767,6.88912687355658
"230408_at",6.85551042416862,6.69214210543279,5.79296810253124,5.90998661438407,6.02956546863254,6.00834920740673
"223710_at",5.06236616019058,12.6025887194889,4.55493378329618,13.9515811490061,4.58939271476849,12.0154743639141
"1564561_at",4.07004231044937,4.20600319541031,3.94489105843947,4.18220504257505,3.81776028634567,3.54935346378698
"213293_s_at",9.19042422640585,9.00569938639685,11.6096690159081,11.9086399850343,11.5181892941896,11.5430912035324
"219577_s_at",6.19884601795322,6.03002616998308,6.85075272612029,6.69523793437829,6.40584822427772,6.55528783078713
"222734_at",8.71055692101478,8.60441463933223,8.23438227324435,8.4090009761789,7.95394266826955,8.245758689307
"210719_s_at",5.48756328340189,5.47928278055221,6.45912807175739,6.58570776829802,6.3041093204026,6.73076308942075
"209357_at",7.06647467006705,7.47971949549974,6.12061856016133,6.45141172311857,6.61222458655129,7.01733505506639
"206805_at",5.19136636985901,5.59529771575383,6.33391775835494,6.53204263194138,6.50505161640872,6.81979020602388
"203882_at",9.2428583811396,8.67898838668238,9.92182675735912,9.42580113684683,10.3887497568412,9.60510865221809
"232103_at",7.17554211061889,7.10128863760268,8.22074501246713,8.59975704477691,8.14697715287826,8.39456153821472
"204821_at",4.44715866617401,3.84391280392101,6.50327084933087,7.42439809194488,6.15364968091183,6.97058915909968
"205298_s_at",6.85961255619683,6.70459449796526,7.6847151857689,7.92975029523818,7.47837175524377,7.57593205370519
"209501_at",7.33327588704583,7.72840459552074,9.01177432027689,9.04179526794034,8.56870503250336,8.98532961743447
"210762_s_at",5.05650734493764,4.75125287199377,6.07594787702064,5.00085711179236,5.99659267676168,5.06673017255217
"200632_s_at",13.2228692210968,11.6085342743358,12.3586573433724,11.0957491310267,12.3443862995827,11.6617747499428
"201058_s_at",4.94497111106094,4.29211340251593,5.58978539650299,6.10408812758461,5.26695822262225,5.62937901733577
"203865_s_at",8.49901138481807,9.38870119278255,8.2773236430959,8.19216246169871,7.43939992720996,7.73231809415109
"207621_s_at",7.62052556512971,7.66005550551318,6.96184496523602,6.67875161349813,6.97444852417459,6.95773379457958
"230175_s_at",6.2101726262429,5.56209397997168,8.77632619368159,9.10881934783001,7.35227333390801,7.55164986622694
"204162_at",7.43167233413404,8.17613564834683,5.60151355643999,5.94923601103726,5.72761913282105,5.77689505972441
"203501_at",4.54944024068536,4.71357803318389,5.23635247873836,5.35259754680853,4.95163382146394,4.64172587435956
"203892_at",6.81107630393427,6.16504541747651,9.70760491007465,8.97691790214532,9.26931825935254,8.59823562150269
"202391_at",10.744673892333,10.4208821316879,11.6057700272106,11.4125849843243,11.5824890174254,11.5423602720894
"212203_x_at",8.38020454266877,8.45422327725543,10.7867386225401,10.5612568633304,11.1373488242126,10.3610845223113
"218638_s_at",5.87202478191964,5.51129945280858,8.32113268770789,8.01126175664349,8.83214942219919,9.08057396619305
"202256_at",7.69733499165729,7.9187278233516,8.35621444310012,8.36325273342122,8.46277234150331,8.50445811238283
"227932_at",9.06252963089364,9.61933704281956,8.37393459365961,8.4217916644736,8.78689127738781,8.96831663696804
"201422_at",7.7105694754886,7.8620741045889,8.90310158595389,8.97675963915157,8.64488064117984,8.48535451375897
"200056_s_at",7.97069633588246,8.22188950138346,8.5048157984104,8.64891549990036,8.23518046471604,8.61345484611464
"201889_at",10.7067956116122,10.7822510200669,12.2560343993941,12.5143775554678,11.9889930925714,12.2271160761869
"224221_s_at",6.96184496523602,5.91264623126997,7.07862684391978,6.640440647369,6.74976129985867,6.38227816498161
"201141_at",10.1712705933014,10.089226403084,11.2656658623239,11.4044083349287,11.4686985707247,11.8303900839451
"205294_at",7.83381995942991,7.25101664719957,8.00269349550408,8.08850030288879,8.29545726249803,8.38645413949481
